,match_id,match_venue,match_innings,batting_team,bowling_team,boundry_runs,wickets fallen,run_rate,total_score,Stadium_Category
386,501218.0,Wankhede Stadium,1.0,Pune Warriors,Mumbai Indians,4.0,4.0,5.5,33.0,Low scoring
387,501218.0,Wankhede Stadium,2.0,Mumbai Indians,Pune Warriors,3.0,1.0,5.333333333333333,32.0,Low scoring
388,501219.0,Eden Gardens,1.0,Kochi Tuskers Kerala,Kolkata Knight Riders,8.0,0.0,7.5,45.0,Medium scoring
389,501219.0,Eden Gardens,2.0,Kolkata Knight Riders,Kochi Tuskers Kerala,3.0,3.0,6.166666666666667,37.0,Low scoring
390,501220.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Rajasthan Royals,12.0,1.0,12.833333333333334,77.0,High scoring
391,501220.0,"Punjab Cricket Association Stadium, Mohali",2.0,Rajasthan Royals,Kings XI Punjab,7.0,2.0,7.5,45.0,Medium scoring
392,501222.0,Eden Gardens,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,6.0,1.0,8.0,48.0,Medium scoring
393,501222.0,Eden Gardens,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,10.0,0.0,9.5,57.0,High scoring
394,501221.0,Wankhede Stadium,1.0,Mumbai Indians,Chennai Super Kings,5.0,2.0,5.666666666666667,34.0,Low scoring
395,501221.0,Wankhede Stadium,2.0,Chennai Super Kings,Mumbai Indians,7.0,2.0,7.333333333333333,44.0,Medium scoring
396,501223.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kings XI Punjab,11.0,0.0,11.5,69.0,High scoring
397,501223.0,Feroz Shah Kotla,2.0,Kings XI Punjab,Delhi Daredevils,9.0,1.0,7.666666666666667,46.0,Medium scoring
398,501225.0,Sawai Mansingh Stadium,1.0,Kochi Tuskers Kerala,Rajasthan Royals,3.0,2.0,5.333333333333333,32.0,Low scoring
399,501225.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Kochi Tuskers Kerala,5.0,0.0,6.333333333333333,38.0,Low scoring
400,501224.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Mumbai Indians,Deccan Chargers,10.0,1.0,9.333333333333334,56.0,High scoring
401,501224.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Deccan Chargers,Mumbai Indians,6.0,2.0,6.833333333333333,41.0,Medium scoring
402,501226.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Pune Warriors,6.0,0.0,7.5,45.0,Medium scoring
403,501226.0,"MA Chidambaram Stadium, Chepauk",2.0,Pune Warriors,Chennai Super Kings,5.0,4.0,6.666666666666667,40.0,Medium scoring
404,501227.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Royal Challengers Bangalore,5.0,1.0,7.0,42.0,Medium scoring
405,501227.0,Feroz Shah Kotla,2.0,Royal Challengers Bangalore,Delhi Daredevils,11.0,1.0,10.833333333333334,65.0,High scoring
406,501228.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Chennai Super Kings,6.0,3.0,6.166666666666667,37.0,Low scoring
407,501228.0,Dr DY Patil Sports Academy,2.0,Chennai Super Kings,Pune Warriors,2.0,1.0,4.666666666666667,28.0,Low scoring
408,501229.0,Nehru Stadium,1.0,Deccan Chargers,Kochi Tuskers Kerala,1.0,3.0,3.3333333333333335,20.0,Low scoring
409,501229.0,Nehru Stadium,2.0,Kochi Tuskers Kerala,Deccan Chargers,5.0,6.0,4.833333333333333,29.0,Low scoring
410,501230.0,Feroz Shah Kotla,1.0,Kolkata Knight Riders,Delhi Daredevils,7.0,1.0,7.0,42.0,Medium scoring
411,501230.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Kolkata Knight Riders,6.0,1.0,6.666666666666667,40.0,Medium scoring
412,501232.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Pune Warriors,9.0,0.0,9.5,57.0,High scoring
413,501232.0,M Chinnaswamy Stadium,2.0,Pune Warriors,Royal Challengers Bangalore,4.0,1.0,7.0,42.0,Medium scoring
414,501231.0,Sawai Mansingh Stadium,1.0,Mumbai Indians,Rajasthan Royals,3.0,2.0,5.166666666666667,31.0,Low scoring
415,501231.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Mumbai Indians,2.0,1.0,3.0,18.0,Low scoring
416,501233.0,Nehru Stadium,1.0,Delhi Daredevils,Kochi Tuskers Kerala,4.0,2.0,5.666666666666667,34.0,Low scoring
417,501233.0,Nehru Stadium,2.0,Kochi Tuskers Kerala,Delhi Daredevils,5.0,3.0,6.166666666666667,37.0,Low scoring
418,501234.0,Eden Gardens,1.0,Kings XI Punjab,Kolkata Knight Riders,6.0,2.0,6.666666666666667,40.0,Medium scoring
419,501234.0,Eden Gardens,2.0,Kolkata Knight Riders,Kings XI Punjab,8.0,2.0,7.5,45.0,Medium scoring
420,501236.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Deccan Chargers,3.0,1.0,5.666666666666667,34.0,Low scoring
421,501236.0,"MA Chidambaram Stadium, Chepauk",2.0,Deccan Chargers,Chennai Super Kings,9.0,0.0,10.666666666666666,64.0,High scoring
422,501235.0,Sawai Mansingh Stadium,1.0,Pune Warriors,Rajasthan Royals,9.0,1.0,8.166666666666666,49.0,Medium scoring
423,501235.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Pune Warriors,3.0,1.0,5.666666666666667,34.0,Low scoring
424,501237.0,Wankhede Stadium,1.0,Mumbai Indians,Kings XI Punjab,5.0,1.0,5.833333333333333,35.0,Low scoring
425,501237.0,Wankhede Stadium,2.0,Kings XI Punjab,Mumbai Indians,3.0,1.0,4.0,24.0,Low scoring
426,501238.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kochi Tuskers Kerala,7.0,2.0,7.0,42.0,Medium scoring
427,501238.0,Feroz Shah Kotla,2.0,Kochi Tuskers Kerala,Delhi Daredevils,10.0,1.0,10.833333333333334,65.0,High scoring
428,501239.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Kolkata Knight Riders,Deccan Chargers,6.0,1.0,6.666666666666667,40.0,Medium scoring
429,501239.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Deccan Chargers,Kolkata Knight Riders,5.0,2.0,6.833333333333333,41.0,Medium scoring
430,501240.0,"MA Chidambaram Stadium, Chepauk",1.0,Rajasthan Royals,Chennai Super Kings,7.0,0.0,7.833333333333333,47.0,Medium scoring
431,501240.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Rajasthan Royals,3.0,1.0,7.166666666666667,43.0,Medium scoring
432,501241.0,Dr DY Patil Sports Academy,1.0,Mumbai Indians,Pune Warriors,6.0,1.0,7.5,45.0,Medium scoring
433,501241.0,Dr DY Patil Sports Academy,2.0,Pune Warriors,Mumbai Indians,4.0,2.0,5.0,30.0,Low scoring
434,501242.0,Nehru Stadium,1.0,Kochi Tuskers Kerala,Kolkata Knight Riders,5.0,2.0,5.833333333333333,35.0,Low scoring
435,501242.0,Nehru Stadium,2.0,Kolkata Knight Riders,Kochi Tuskers Kerala,6.0,0.0,7.166666666666667,43.0,Medium scoring
436,501243.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Delhi Daredevils,8.0,1.0,7.166666666666667,43.0,Medium scoring
437,501243.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Delhi Daredevils,Deccan Chargers,2.0,3.0,4.166666666666667,25.0,Low scoring
438,501244.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Kings XI Punjab,9.0,1.0,8.0,48.0,Medium scoring
439,501244.0,M Chinnaswamy Stadium,2.0,Kings XI Punjab,Royal Challengers Bangalore,5.0,4.0,6.333333333333333,38.0,Low scoring
440,501245.0,Eden Gardens,1.0,Chennai Super Kings,Kolkata Knight Riders,0.0,2.0,2.5,15.0,Low scoring
441,501245.0,Eden Gardens,2.0,Kolkata Knight Riders,Chennai Super Kings,4.0,2.0,5.5,33.0,Low scoring
442,501246.0,Wankhede Stadium,1.0,Mumbai Indians,Delhi Daredevils,11.0,1.0,8.333333333333334,50.0,Medium scoring
443,501246.0,Wankhede Stadium,2.0,Delhi Daredevils,Mumbai Indians,2.0,4.0,3.8333333333333335,23.0,Low scoring
444,501248.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Pune Warriors,5.0,1.0,5.666666666666667,34.0,Low scoring
445,501248.0,"Punjab Cricket Association Stadium, Mohali",2.0,Pune Warriors,Kings XI Punjab,8.0,1.0,6.666666666666667,40.0,Medium scoring
446,501247.0,M Chinnaswamy Stadium,1.0,Kochi Tuskers Kerala,Royal Challengers Bangalore,7.0,1.0,8.166666666666666,49.0,Medium scoring
447,501247.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kochi Tuskers Kerala,13.0,1.0,13.166666666666666,79.0,High scoring
448,501249.0,Sawai Mansingh Stadium,1.0,Chennai Super Kings,Rajasthan Royals,7.0,0.0,8.5,51.0,Medium scoring
449,501249.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Chennai Super Kings,6.0,2.0,8.0,48.0,Medium scoring
450,501251.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Mumbai Indians,5.0,1.0,6.5,39.0,Medium scoring
451,501251.0,"Punjab Cricket Association Stadium, Mohali",2.0,Mumbai Indians,Kings XI Punjab,6.0,3.0,5.5,33.0,Low scoring
452,501250.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Pune Warriors,7.0,0.0,8.333333333333334,50.0,Medium scoring
453,501250.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Pune Warriors,Deccan Chargers,10.0,0.0,8.666666666666666,52.0,Medium scoring
454,501252.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Royal Challengers Bangalore,7.0,0.0,7.166666666666667,43.0,Medium scoring
455,501252.0,Sawai Mansingh Stadium,2.0,Royal Challengers Bangalore,Rajasthan Royals,13.0,0.0,11.0,66.0,High scoring
456,501253.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Delhi Daredevils,6.0,2.0,7.0,42.0,Medium scoring
457,501253.0,"MA Chidambaram Stadium, Chepauk",2.0,Delhi Daredevils,Chennai Super Kings,8.0,1.0,8.666666666666666,52.0,Medium scoring
458,501254.0,Holkar Cricket Stadium,1.0,Kochi Tuskers Kerala,Kings XI Punjab,8.0,0.0,10.166666666666666,61.0,High scoring
459,501254.0,Holkar Cricket Stadium,2.0,Kings XI Punjab,Kochi Tuskers Kerala,8.0,2.0,8.166666666666666,49.0,Medium scoring
460,501256.0,Wankhede Stadium,1.0,Deccan Chargers,Mumbai Indians,3.0,1.0,5.333333333333333,32.0,Low scoring
461,501256.0,Wankhede Stadium,2.0,Mumbai Indians,Deccan Chargers,2.0,3.0,4.333333333333333,26.0,Low scoring
462,501255.0,M Chinnaswamy Stadium,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,4.0,3.0,5.5,33.0,Low scoring
463,501255.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,11.0,2.0,10.833333333333334,65.0,High scoring
464,501257.0,Himachal Pradesh Cricket Association Stadium,1.0,Kings XI Punjab,Delhi Daredevils,8.0,1.0,7.166666666666667,43.0,Medium scoring
465,501257.0,Himachal Pradesh Cricket Association Stadium,2.0,Delhi Daredevils,Kings XI Punjab,5.0,0.0,7.0,42.0,Medium scoring
466,501258.0,Holkar Cricket Stadium,1.0,Rajasthan Royals,Kochi Tuskers Kerala,5.0,3.0,5.333333333333333,32.0,Low scoring
467,501258.0,Holkar Cricket Stadium,2.0,Kochi Tuskers Kerala,Rajasthan Royals,14.0,2.0,14.5,87.0,High scoring
468,501259.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Deccan Chargers,6.0,2.0,6.5,39.0,Medium scoring
469,501259.0,Dr DY Patil Sports Academy,2.0,Deccan Chargers,Pune Warriors,7.0,0.0,9.333333333333334,56.0,High scoring
470,501260.0,Himachal Pradesh Cricket Association Stadium,1.0,Kings XI Punjab,Royal Challengers Bangalore,4.0,1.0,5.0,30.0,Low scoring
471,501260.0,Himachal Pradesh Cricket Association Stadium,2.0,Royal Challengers Bangalore,Kings XI Punjab,5.0,3.0,5.666666666666667,34.0,Low scoring
472,501261.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Kochi Tuskers Kerala,6.0,2.0,6.833333333333333,41.0,Medium scoring
473,501261.0,"MA Chidambaram Stadium, Chepauk",2.0,Kochi Tuskers Kerala,Chennai Super Kings,4.0,1.0,6.666666666666667,40.0,Medium scoring
474,501262.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Kolkata Knight Riders,4.0,2.0,4.666666666666667,28.0,Low scoring
475,501262.0,Dr DY Patil Sports Academy,2.0,Kolkata Knight Riders,Pune Warriors,5.0,1.0,7.333333333333333,44.0,Medium scoring
476,501263.0,Wankhede Stadium,1.0,Mumbai Indians,Rajasthan Royals,3.0,2.0,4.333333333333333,26.0,Low scoring
477,501263.0,Wankhede Stadium,2.0,Rajasthan Royals,Mumbai Indians,8.0,0.0,8.666666666666666,52.0,Medium scoring
478,501264.0,Himachal Pradesh Cricket Association Stadium,1.0,Deccan Chargers,Kings XI Punjab,8.0,0.0,9.666666666666666,58.0,High scoring
479,501264.0,Himachal Pradesh Cricket Association Stadium,2.0,Kings XI Punjab,Deccan Chargers,9.0,2.0,7.5,45.0,Medium scoring
480,501265.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Pune Warriors,4.0,2.0,5.333333333333333,32.0,Low scoring
481,501266.0,M Chinnaswamy Stadium,1.0,Chennai Super Kings,Royal Challengers Bangalore,3.0,4.0,3.8333333333333335,23.0,Low scoring
482,501266.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Chennai Super Kings,7.0,1.0,7.333333333333333,44.0,Medium scoring
483,501267.0,Eden Gardens,1.0,Kolkata Knight Riders,Mumbai Indians,7.0,2.0,7.666666666666667,46.0,Medium scoring
484,501267.0,Eden Gardens,2.0,Mumbai Indians,Kolkata Knight Riders,9.0,1.0,8.666666666666666,52.0,Medium scoring
485,501268.0,Wankhede Stadium,1.0,Royal Challengers Bangalore,Chennai Super Kings,6.0,1.0,7.166666666666667,43.0,Medium scoring
486,501268.0,Wankhede Stadium,2.0,Chennai Super Kings,Royal Challengers Bangalore,4.0,2.0,4.166666666666667,25.0,Low scoring
487,501269.0,Wankhede Stadium,1.0,Kolkata Knight Riders,Mumbai Indians,3.0,4.0,4.166666666666667,25.0,Low scoring
488,501269.0,Wankhede Stadium,2.0,Mumbai Indians,Kolkata Knight Riders,11.0,0.0,10.333333333333334,62.0,High scoring
489,501270.0,"MA Chidambaram Stadium, Chepauk",1.0,Royal Challengers Bangalore,Mumbai Indians,12.0,0.0,11.333333333333334,68.0,High scoring
490,501270.0,"MA Chidambaram Stadium, Chepauk",2.0,Mumbai Indians,Royal Challengers Bangalore,8.0,2.0,8.0,48.0,Medium scoring
491,501271.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Royal Challengers Bangalore,4.0,0.0,9.333333333333334,56.0,High scoring
492,501271.0,"MA Chidambaram Stadium, Chepauk",2.0,Royal Challengers Bangalore,Chennai Super Kings,6.0,2.0,7.833333333333333,47.0,Medium scoring
493,548306.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Mumbai Indians,2.0,2.0,7.0,42.0,Medium scoring
494,548306.0,"MA Chidambaram Stadium, Chepauk",2.0,Mumbai Indians,Chennai Super Kings,9.0,0.0,8.833333333333334,53.0,Medium scoring
495,548307.0,Eden Gardens,1.0,Kolkata Knight Riders,Delhi Daredevils,5.0,4.0,6.666666666666667,40.0,Medium scoring
496,548307.0,Eden Gardens,2.0,Delhi Daredevils,Kolkata Knight Riders,6.0,0.0,8.0,48.0,Medium scoring
497,548308.0,Wankhede Stadium,1.0,Pune Warriors,Mumbai Indians,3.0,3.0,5.0,30.0,Low scoring
498,548308.0,Wankhede Stadium,2.0,Mumbai Indians,Pune Warriors,3.0,3.0,4.5,27.0,Low scoring
499,548309.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Kings XI Punjab,9.0,0.0,9.5,57.0,High scoring
500,548309.0,Sawai Mansingh Stadium,2.0,Kings XI Punjab,Rajasthan Royals,6.0,2.0,7.5,45.0,Medium scoring
501,548311.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1.0,Chennai Super Kings,Deccan Chargers,6.0,2.0,7.333333333333333,44.0,Medium scoring
502,548311.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Deccan Chargers,Chennai Super Kings,7.0,1.0,7.5,45.0,Medium scoring
503,548310.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Delhi Daredevils,7.0,2.0,7.666666666666667,46.0,Medium scoring
504,548310.0,M Chinnaswamy Stadium,2.0,Delhi Daredevils,Royal Challengers Bangalore,8.0,1.0,7.666666666666667,46.0,Medium scoring
505,548313.0,Subrata Roy Sahara Stadium,1.0,Pune Warriors,Kings XI Punjab,4.0,2.0,6.333333333333333,38.0,Low scoring
506,548313.0,Subrata Roy Sahara Stadium,2.0,Kings XI Punjab,Pune Warriors,2.0,2.0,3.1666666666666665,19.0,Low scoring
507,548312.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Kolkata Knight Riders,5.0,1.0,6.166666666666667,37.0,Low scoring
508,548312.0,Sawai Mansingh Stadium,2.0,Kolkata Knight Riders,Rajasthan Royals,1.0,4.0,4.5,27.0,Low scoring
509,548314.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1.0,Deccan Chargers,Mumbai Indians,6.0,2.0,7.5,45.0,Medium scoring
510,548314.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Mumbai Indians,Deccan Chargers,4.0,2.0,4.833333333333333,29.0,Low scoring
511,548315.0,M Chinnaswamy Stadium,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,11.0,0.0,10.0,60.0,High scoring
512,548315.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,3.0,3.0,3.3333333333333335,20.0,Low scoring
513,548316.0,Feroz Shah Kotla,1.0,Chennai Super Kings,Delhi Daredevils,6.0,2.0,6.833333333333333,41.0,Medium scoring
514,548316.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Chennai Super Kings,8.0,2.0,8.333333333333334,50.0,Medium scoring
515,548317.0,Wankhede Stadium,1.0,Mumbai Indians,Rajasthan Royals,8.0,1.0,9.0,54.0,High scoring
516,548317.0,Wankhede Stadium,2.0,Rajasthan Royals,Mumbai Indians,5.0,2.0,7.333333333333333,44.0,Medium scoring
517,548318.0,"MA Chidambaram Stadium, Chepauk",1.0,Royal Challengers Bangalore,Chennai Super Kings,8.0,1.0,9.166666666666666,55.0,High scoring
518,548318.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Royal Challengers Bangalore,8.0,0.0,8.666666666666666,52.0,Medium scoring
519,548319.0,"Punjab Cricket Association Stadium, Mohali",1.0,Pune Warriors,Kings XI Punjab,4.0,3.0,4.833333333333333,29.0,Low scoring
520,548319.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Pune Warriors,7.0,1.0,6.333333333333333,38.0,Low scoring
521,548320.0,Eden Gardens,1.0,Rajasthan Royals,Kolkata Knight Riders,8.0,0.0,7.5,45.0,Medium scoring
522,548320.0,Eden Gardens,2.0,Kolkata Knight Riders,Rajasthan Royals,5.0,1.0,6.0,36.0,Low scoring
523,548322.0,Subrata Roy Sahara Stadium,1.0,Chennai Super Kings,Pune Warriors,6.0,0.0,7.166666666666667,43.0,Medium scoring
524,548322.0,Subrata Roy Sahara Stadium,2.0,Pune Warriors,Chennai Super Kings,7.0,1.0,9.333333333333334,56.0,High scoring
525,548323.0,Eden Gardens,1.0,Kings XI Punjab,Kolkata Knight Riders,2.0,2.0,4.333333333333333,26.0,Low scoring
526,548323.0,Eden Gardens,2.0,Kolkata Knight Riders,Kings XI Punjab,6.0,2.0,8.0,48.0,Medium scoring
527,548324.0,M Chinnaswamy Stadium,1.0,Rajasthan Royals,Royal Challengers Bangalore,7.0,0.0,7.166666666666667,43.0,Medium scoring
528,548324.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Rajasthan Royals,9.0,2.0,9.0,54.0,High scoring
529,548325.0,Wankhede Stadium,1.0,Mumbai Indians,Delhi Daredevils,2.0,2.0,3.1666666666666665,19.0,Low scoring
530,548325.0,Wankhede Stadium,2.0,Delhi Daredevils,Mumbai Indians,5.0,1.0,6.833333333333333,41.0,Medium scoring
531,548326.0,Sawai Mansingh Stadium,1.0,Deccan Chargers,Rajasthan Royals,8.0,0.0,9.5,57.0,High scoring
532,548326.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Deccan Chargers,11.0,0.0,10.333333333333334,62.0,High scoring
533,548327.0,M Chinnaswamy Stadium,1.0,Pune Warriors,Royal Challengers Bangalore,9.0,0.0,9.666666666666666,58.0,High scoring
534,548327.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Pune Warriors,5.0,2.0,7.0,42.0,Medium scoring
535,548328.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Kolkata Knight Riders,5.0,1.0,7.5,45.0,Medium scoring
536,548328.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kolkata Knight Riders,Kings XI Punjab,8.0,1.0,8.833333333333334,53.0,Medium scoring
537,548330.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Pune Warriors,6.0,0.0,6.833333333333333,41.0,Medium scoring
538,548330.0,"MA Chidambaram Stadium, Chepauk",2.0,Pune Warriors,Chennai Super Kings,9.0,2.0,8.833333333333334,53.0,Medium scoring
539,548321.0,Feroz Shah Kotla,1.0,Deccan Chargers,Delhi Daredevils,7.0,1.0,8.333333333333334,50.0,Medium scoring
540,548321.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Deccan Chargers,5.0,3.0,5.666666666666667,34.0,Low scoring
541,548331.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Royal Challengers Bangalore,6.0,2.0,6.833333333333333,41.0,Medium scoring
542,548331.0,"Punjab Cricket Association Stadium, Mohali",2.0,Royal Challengers Bangalore,Kings XI Punjab,5.0,3.0,6.0,36.0,Low scoring
543,548333.0,Feroz Shah Kotla,1.0,Pune Warriors,Delhi Daredevils,8.0,1.0,8.5,51.0,Medium scoring
544,548333.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Pune Warriors,7.0,1.0,8.166666666666666,49.0,Medium scoring
545,548332.0,"MA Chidambaram Stadium, Chepauk",1.0,Rajasthan Royals,Chennai Super Kings,7.0,1.0,6.833333333333333,41.0,Medium scoring
546,548332.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Rajasthan Royals,7.0,0.0,7.5,45.0,Medium scoring
547,548335.0,Barabati Stadium,1.0,Deccan Chargers,Kolkata Knight Riders,5.0,1.0,6.5,39.0,Medium scoring
548,548335.0,Barabati Stadium,2.0,Kolkata Knight Riders,Deccan Chargers,7.0,1.0,7.0,42.0,Medium scoring
549,548334.0,Wankhede Stadium,1.0,Mumbai Indians,Kings XI Punjab,6.0,0.0,6.5,39.0,Medium scoring
550,548334.0,Wankhede Stadium,2.0,Kings XI Punjab,Mumbai Indians,8.0,0.0,8.0,48.0,Medium scoring
551,548336.0,Sawai Mansingh Stadium,1.0,Royal Challengers Bangalore,Rajasthan Royals,5.0,1.0,6.166666666666667,37.0,Low scoring
552,548336.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Royal Challengers Bangalore,6.0,0.0,8.0,48.0,Medium scoring
553,548337.0,Subrata Roy Sahara Stadium,1.0,Pune Warriors,Delhi Daredevils,3.0,2.0,4.666666666666667,28.0,Low scoring
554,548337.0,Subrata Roy Sahara Stadium,2.0,Delhi Daredevils,Pune Warriors,10.0,1.0,10.166666666666666,61.0,High scoring
555,548339.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Mumbai Indians,7.0,1.0,7.333333333333333,44.0,Medium scoring
556,548339.0,"Punjab Cricket Association Stadium, Mohali",2.0,Mumbai Indians,Kings XI Punjab,4.0,0.0,6.333333333333333,38.0,Low scoring
557,548341.0,Subrata Roy Sahara Stadium,1.0,Deccan Chargers,Pune Warriors,7.0,2.0,8.333333333333334,50.0,Medium scoring
558,548341.0,Subrata Roy Sahara Stadium,2.0,Pune Warriors,Deccan Chargers,6.0,2.0,7.333333333333333,44.0,Medium scoring
559,548342.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Mumbai Indians,9.0,0.0,9.0,54.0,High scoring
560,548342.0,Feroz Shah Kotla,2.0,Mumbai Indians,Delhi Daredevils,9.0,3.0,8.166666666666666,49.0,Medium scoring
561,548344.0,Eden Gardens,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,7.0,0.0,7.666666666666667,46.0,Medium scoring
562,548344.0,Eden Gardens,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,5.0,3.0,5.833333333333333,35.0,Low scoring
563,548343.0,"MA Chidambaram Stadium, Chepauk",1.0,Kings XI Punjab,Chennai Super Kings,6.0,0.0,7.166666666666667,43.0,Medium scoring
564,548343.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Kings XI Punjab,8.0,1.0,8.0,48.0,Medium scoring
565,548345.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Rajasthan Royals,6.0,2.0,7.0,42.0,Medium scoring
566,548345.0,Feroz Shah Kotla,2.0,Rajasthan Royals,Delhi Daredevils,7.0,0.0,6.666666666666667,40.0,Medium scoring
567,548346.0,Wankhede Stadium,1.0,Deccan Chargers,Mumbai Indians,4.0,1.0,6.333333333333333,38.0,Low scoring
568,548346.0,Wankhede Stadium,2.0,Mumbai Indians,Deccan Chargers,3.0,2.0,5.166666666666667,31.0,Low scoring
569,548347.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Kolkata Knight Riders,5.0,2.0,7.166666666666667,43.0,Medium scoring
570,548347.0,"MA Chidambaram Stadium, Chepauk",2.0,Kolkata Knight Riders,Chennai Super Kings,4.0,1.0,5.833333333333333,35.0,Low scoring
571,548349.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Delhi Daredevils,10.0,0.0,9.333333333333334,56.0,High scoring
572,548349.0,Sawai Mansingh Stadium,2.0,Delhi Daredevils,Rajasthan Royals,11.0,1.0,10.166666666666666,61.0,High scoring
573,548348.0,Barabati Stadium,1.0,Deccan Chargers,Pune Warriors,4.0,2.0,5.5,33.0,Low scoring
574,548348.0,Barabati Stadium,2.0,Pune Warriors,Deccan Chargers,9.0,1.0,8.0,48.0,Medium scoring
575,548350.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Kings XI Punjab,5.0,1.0,5.5,33.0,Low scoring
576,548350.0,M Chinnaswamy Stadium,2.0,Kings XI Punjab,Royal Challengers Bangalore,8.0,1.0,8.833333333333334,53.0,Medium scoring
577,548351.0,Subrata Roy Sahara Stadium,1.0,Mumbai Indians,Pune Warriors,7.0,0.0,7.0,42.0,Medium scoring
578,548351.0,Subrata Roy Sahara Stadium,2.0,Pune Warriors,Mumbai Indians,6.0,1.0,6.166666666666667,37.0,Low scoring
579,548352.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Deccan Chargers,8.0,1.0,9.166666666666666,55.0,High scoring
