,match_id,match_venue,match_innings,batting_team,bowling_team,boundry_runs,wickets fallen,run_rate,total_score,Stadium_Category
0,335982.0,M Chinnaswamy Stadium,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,10.0,1.0,10.166666666666666,61.0,High scoring
1,335982.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,1.0,4.0,4.333333333333333,26.0,Low scoring
2,335983.0,"Punjab Cricket Association Stadium, Mohali",1.0,Chennai Super Kings,Kings XI Punjab,10.0,1.0,8.833333333333334,53.0,Medium scoring
3,335983.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Chennai Super Kings,9.0,1.0,9.333333333333334,56.0,High scoring
4,335984.0,Feroz Shah Kotla,1.0,Rajasthan Royals,Delhi Daredevils,7.0,2.0,6.666666666666667,40.0,Medium scoring
5,335984.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Rajasthan Royals,11.0,1.0,9.166666666666666,55.0,High scoring
6,335986.0,Eden Gardens,1.0,Deccan Chargers,Kolkata Knight Riders,4.0,2.0,6.5,39.0,Medium scoring
7,335986.0,Eden Gardens,2.0,Kolkata Knight Riders,Deccan Chargers,2.0,3.0,4.333333333333333,26.0,Low scoring
8,335985.0,Wankhede Stadium,1.0,Mumbai Indians,Royal Challengers Bangalore,8.0,3.0,7.833333333333333,47.0,Medium scoring
9,335985.0,Wankhede Stadium,2.0,Royal Challengers Bangalore,Mumbai Indians,6.0,1.0,6.666666666666667,40.0,Medium scoring
10,335987.0,Sawai Mansingh Stadium,1.0,Kings XI Punjab,Rajasthan Royals,11.0,1.0,9.0,54.0,High scoring
11,335987.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Kings XI Punjab,8.0,3.0,8.833333333333334,53.0,Medium scoring
12,335988.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Delhi Daredevils,3.0,2.0,4.166666666666667,25.0,Low scoring
13,335988.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Delhi Daredevils,Deccan Chargers,7.0,1.0,7.333333333333333,44.0,Medium scoring
14,335989.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Mumbai Indians,9.0,2.0,8.666666666666666,52.0,Medium scoring
15,335989.0,"MA Chidambaram Stadium, Chepauk",2.0,Mumbai Indians,Chennai Super Kings,8.0,2.0,8.666666666666666,52.0,Medium scoring
16,335990.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Rajasthan Royals,12.0,2.0,9.5,57.0,High scoring
17,335990.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Rajasthan Royals,Deccan Chargers,13.0,1.0,12.166666666666666,73.0,High scoring
18,335991.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Mumbai Indians,8.0,1.0,9.333333333333334,56.0,High scoring
19,335991.0,"Punjab Cricket Association Stadium, Mohali",2.0,Mumbai Indians,Kings XI Punjab,6.0,2.0,6.5,39.0,Medium scoring
20,335993.0,"MA Chidambaram Stadium, Chepauk",1.0,Kolkata Knight Riders,Chennai Super Kings,11.0,3.0,10.166666666666666,61.0,High scoring
21,335993.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Kolkata Knight Riders,7.0,0.0,7.5,45.0,Medium scoring
22,335992.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Rajasthan Royals,11.0,2.0,9.5,57.0,High scoring
23,335992.0,M Chinnaswamy Stadium,2.0,Rajasthan Royals,Royal Challengers Bangalore,8.0,2.0,7.5,45.0,Medium scoring
24,335994.0,Dr DY Patil Sports Academy,1.0,Mumbai Indians,Deccan Chargers,4.0,3.0,4.5,27.0,Low scoring
